"locale","city_id","name"
"th_TH","Long","ลอง"
"th_TH","Wang Chin","วังชิ้น"
"th_TH","Song","สอง"
"th_TH","Sung Men","สูงเม่น"
"th_TH","Nong Muang Khai","หนองม่วงไข่"
"th_TH","Chaloem Phra Kiat","เฉลิมพระเกียรติ"
"th_TH","Chiang Klang","เชียงกลาง"
"th_TH","Mueang Nan","เมืองน่าน"
"th_TH","Wiang Sa","เวียงสา"
"th_TH","Mae Charim","แม่จริม"
"th_TH","Tha Wang Pha","ท่าวังผา"
"th_TH","Thung Chang","ทุ่งช้าง"
"th_TH","Na Noi","นาน้อย"
"th_TH","Na Muen","นาหมื่น"
"th_TH","Bo Kluea","บ่อเกลือ"
"th_TH","Ban Luang","บ้านหลวง"
"th_TH","Pua","ปัว"
"th_TH","Phu Phiang","ภูเพียง"
"th_TH","Song Khwae","สองแคว"
"th_TH","Santi Suk","สันติสุข"
"th_TH","Chiang Kham","เชียงคำ"
"th_TH","Chiang Muan","เชียงม่วน"
"th_TH","Mueang Phayao","เมืองพะเยา"
"th_TH","Mae Chai","แม่ใจ"
"th_TH","Chun","จุน"
"th_TH","Dok Khamtai","ดอกคำใต้"
"th_TH","Pong","ปง"
"th_TH","Phu Kamyao","ภูกามยาว"
"th_TH","Phu Sang","ภูซาง"
"th_TH","Chiang Saen","เชียงแสน"
"th_TH","Chiang Khong","เชียงของ"
"th_TH","Thoeng","เทิง"
"th_TH","Mueang Chiang Rai","เมืองเชียงราย"
"th_TH","Wiang Chiang Rung","เวียงเชียงรุ้ง"
"th_TH","Wiang Kaen","เวียงแก่น"
"th_TH","Wiang Chai","เวียงชัย"
"th_TH","Wiang Pa Pao","เวียงป่าเป้า"
"th_TH","Mae Chan","แม่จัน"
"th_TH","Mae Fa Luang","แม่ฟ้าหลวง"
"th_TH","Mae Lao","แม่ลาว"
"th_TH","Mae Suai","แม่สรวย"
"th_TH","Mae Sai","แม่สาย"
"th_TH","Khun Tan","ขุนตาล"
"th_TH","Doi Luang","ดอยหลวง"
"th_TH","Pa Daet","ป่าแดด"
"th_TH","Phaya Mengrai","พญาเม็งราย"
"th_TH","Phan","พาน"
"th_TH","Mueang Mae Hong Son","เมืองแม่ฮ่องสอน"
"th_TH","Mae La Noi","แม่ลาน้อย"
"th_TH","Mae Sariang","แม่สะเรียง"
"th_TH","Khun Yuam","ขุนยวม"
"th_TH","Pang Mapha","ปางมะผ้า"
"th_TH","Pai","ปาย"
"th_TH","Sop Moei","สบเมย"
"th_TH","Kao Liao","เก้าเลี้ยว"
"th_TH","Mueang Nakhon Sawan","เมืองนครสวรรค์"
"th_TH","Mae Poen","แม่เปิน"
"th_TH","Mae Wong","แม่วงก์"
"th_TH","Krok Phra","โกรกพระ"
"th_TH","Phaisali","ไพศาลี"
"th_TH","Chum Saeng","ชุมแสง"
"th_TH","Chum Ta Bong","ชุมตาบง"
"th_TH","Tak Fa","ตากฟ้า"
"th_TH","Takhli","ตาคลี"
"th_TH","Tha Tako","ท่าตะโก"
"th_TH","Banphot Phisai","บรรพตพิสัย"
"th_TH","Phayuha Khiri","พยุหะคีรี"
"th_TH","Lat Yao","ลาดยาว"
"th_TH","Nong Bua","หนองบัว"
"th_TH","Mueang Uthai Thani","เมืองอุทัยธานี"
"th_TH","Thap Than","ทัพทัน"
"th_TH","Ban Rai","บ้านไร่"
"th_TH","Lan Sak","ลานสัก"
"th_TH","Sawang Arom","สว่างอารมณ์"
"th_TH","Nong Khayang","หนองขาหย่าง"
"th_TH","Nong Chang","หนองฉาง"
"th_TH","Huai Khot","ห้วยคด"
"th_TH","Mueang Kamphaeng Phet","เมืองกำแพงเพชร"
"th_TH","Kosamphi Nakhon","โกสัมพีนคร"
"th_TH","Sai Ngam","ไทรงาม"
"th_TH","Khanu Woralaksaburi","ขาณุวรลักษบุรี"
"th_TH","Khlong Khlung","คลองขลุง"
"th_TH","Khlong Lan","คลองลาน"
"th_TH","Sai Thong Watthana","ทรายทองวัฒนา"
"th_TH","Bueng Samakkhi","บึงสามัคคี"
"th_TH","Pang Sila Thong","ปางศิลาทอง"
"th_TH","Phran Kratai","พรานกระต่าย"
"th_TH","Lan Krabue","ลานกระบือ"
"th_TH","Mueang Tak","เมืองตาก"
"th_TH","Mae Ramat","แม่ระมาด"
"th_TH","Mae Sot","แม่สอด"
"th_TH","Tha Song Yang","ท่าสองยาง"
"th_TH","Ban Tak","บ้านตาก"
"th_TH","Phop Phra","พบพระ"
"th_TH","Wang Chao","วังเจ้า"
"th_TH","Sam Ngao","สามเงา"
"th_TH","Umphang","อุ้มผาง"
"th_TH","Mueang Sukhothai","เมืองสุโขทัย"
"th_TH","Kong Krailat","กงไกรลาศ"
"th_TH","Khiri Mat","คีรีมาศ"
"th_TH","Thung Saliam","ทุ่งเสลี่ยม"
"th_TH","Ban Dan Lan Hoi","บ้านด่านลานหอย"
"th_TH","Si Nakhon","ศรีนคร"
"th_TH","Si Satchanalai","ศรีสัชนาลัย"
"th_TH","Si Samrong","ศรีสำโรง"
"th_TH","Sawankhalok","สวรรคโลก"
"th_TH","Noen Maprang","เนินมะปราง"
"th_TH","Mueang Phitsanulok","เมืองพิษณุโลก"
"th_TH","Chat Trakan","ชาติตระการ"
"th_TH","Nakhon Thai","นครไทย"
"th_TH","Bang Krathum","บางกระทุ่ม"
"th_TH","Bang Rakam","บางระกำ"
"th_TH","Phrom Phiram","พรหมพิราม"
"th_TH","Wang Thong","วังทอง"
"th_TH","Wat Bot","วัดโบสถ์"
"th_TH","Mueang Phichit","เมืองพิจิตร"
"th_TH","Pho Thale","โพทะเล"
"th_TH","Pho Prathap Chang","โพธิ์ประทับช้าง"
"th_TH","Dong Charoen","ดงเจริญ"
"th_TH","Taphan Hin","ตะพานหิน"
"th_TH","Tap Khlo","ทับคล้อ"
"th_TH","Bang Mun Nak","บางมูลนาก"
"th_TH","Bueng Na Rang","บึงนาราง"
"th_TH","Wachirabarami","วชิรบารมี"
"th_TH","Wang Sai Phun","วังทรายพูน"
"th_TH","Sak Lek","สากเหล็ก"
"th_TH","Sam Ngam","สามง่าม"
"th_TH","Khao Kho","เขาค้อ"
"th_TH","Mueang Phetchabun","เมืองเพชรบูรณ์"
"th_TH","Chon Daen","ชนแดน"
"th_TH","Nam Nao","น้ำหนาว"
"th_TH","Bueng Sam Phan","บึงสามพัน"
"th_TH","Wang Pong","วังโป่ง"
"th_TH","Wichian Buri","วิเชียรบุรี"
"th_TH","Si Thep","ศรีเทพ"
"th_TH","Nong Phai","หนองไผ่"
"th_TH","Lom Kao","หล่มเก่า"
"th_TH","Lom Sak","หล่มสัก"
"th_TH","Mueang Ratchaburi","เมืองราชบุรี"
"th_TH","Photharam","โพธาราม"
"th_TH","Chom Bueng","จอมบึง"
"th_TH","Damnoen Saduak","ดำเนินสะดวก"
"th_TH","Bang Phae","บางแพ"
"th_TH","Ban Pong","บ้านโป่ง"
"th_TH","Ban Kha","บ้านคา"
"th_TH","Pak Tho","ปากท่อ"
"th_TH","Wat Phleng","วัดเพลง"
"th_TH","Suan Phueng","สวนผึ้ง"
"th_TH","Mueang Kanchanaburi","เมืองกาญจนบุรี"
"th_TH","Lao Khwan","เลาขวัญ"
"th_TH","Sai Yok","ไทรโยค"
"th_TH","Dan Makham Tia","ด่านมะขามเตี้ย"
"th_TH","Thong Pha Phum","ทองผาภูมิ"
"th_TH","Tha Muang","ท่าม่วง"
"th_TH","Tha Maka","ท่ามะกา"
"th_TH","Bo Phloi","บ่อพลอย"
"th_TH","Phanom Thuan","พนมทวน"
"th_TH","Si Sawat","ศรีสวัสดิ์"
"th_TH","Sangkhla Buri","สังขละบุรี"
"th_TH","Nong Prue","หนองปรือ"
"th_TH","Huai Krachao","ห้วยกระเจา"
"th_TH","Doem Bang Nang Buat","เดิมบางนางบวช"
"th_TH","Mueang Suphanburi","เมืองสุพรรณบุรี"
"th_TH","Don Chedi","ดอนเจดีย์"
"th_TH","Dan Chang","ด่านช้าง"
"th_TH","Bang Pla Ma","บางปลาม้า"
"th_TH","Si Prachan","ศรีประจันต์"
"th_TH","Song Phi Nong","สองพี่น้อง"
"th_TH","Sam Chuk","สามชุก"
"th_TH","Nong Ya Sai","หนองหญ้าไซ"
"th_TH","U Thong","อู่ทอง"
"th_TH","Kamphaeng Saen","กำแพงแสน"
"th_TH","Don Tum","ดอนตูม"
"th_TH","Nakhon Chai Si","นครชัยศรี"
"th_TH","Bang Len","บางเลน"
"th_TH","Phutthamonthon","พุทธมณฑล"
"th_TH","Sam Phran","สามพราน"
"th_TH","Mueang Samut Songkhram","เมืองสมุทรสงคราม"
"th_TH","Bang Khonthi","บางคนที"
"th_TH","Amphawa","อัมพวา"
"th_TH","Khao Yoi","เขาย้อย"
"th_TH","Mueang Phetchaburi","เมืองเพชรบุรี"
"th_TH","Kaeng Krachan","แก่งกระจาน"
"th_TH","Cha-Am","ชะอำ"
"th_TH","Tha Yang","ท่ายาง"
"th_TH","Ban Laem","บ้านแหลม"
"th_TH","Ban Lat","บ้านลาด"
"th_TH","Nong Ya Plong","หนองหญ้าปล้อง"
"th_TH","Mueang Prachuap Khiri Khan","เมืองประจวบคีรีขันธ์"
"th_TH","Kui Buri","กุยบุรี"
"th_TH","Thap Sakae","ทับสะแก"
"th_TH","Bang Saphan","บางสะพาน"
"th_TH","Bang Saphan Noi","บางสะพานน้อย"
"th_TH","Pran Buri","ปราณบุรี"
"th_TH","Sam Roi Yot","สามร้อยยอด"
"th_TH","Hua Hin","หัวหิน"
"th_TH","Mueang Nakhon Si Thammarat"," เมืองนครศรีธรรมราช"
"th_TH","Chaloem Phra Kiat","เฉลิมพระเกียรติ"
"th_TH","Chian Yai","เชียรใหญ่"
"th_TH","Khanom","ขนอม"
"th_TH","Chulabhorn","จุฬาภรณ์"
"th_TH","Chawang","ฉวาง"
"th_TH","Cha-uat","ชะอวด"
"th_TH","Chang Klang","ช้างกลาง"
"th_TH","Tham Phannara","ถ้ำพรรณรา"
"th_TH","Tha Sala","ท่าศาลา"
"th_TH","Thung Yai","ทุ่งใหญ่"
"th_TH","Thung Song","ทุ่งสง"
"th_TH","Nopphitam","นบพิตำ"
"th_TH","Na Bon","นาบอน"
"th_TH","Bang Khan","บางขัน"
"th_TH","Pak Phanang","ปากพนัง"
"th_TH","Phrom Khiri","พรหมคีรี"
"th_TH","Phra Phrom","พระพรหม"
"th_TH","Phipun","พิปูน"
"th_TH","Ron Phibun","ร่อนพิบูลย์"
"th_TH","Lan Saka","ลานสกา"
"th_TH","Sichon","สิชล"
"th_TH","Hua Sai","หัวไทร"
"th_TH","Ko Lanta","เกาะลันตา"
"th_TH","Khao Phanom","เขาพนม"
"th_TH","Mueang Krabi","เมืองกระบี่"
"th_TH","Nuea Khlong","เหนือคลอง"
"th_TH","Khlong Thom","คลองท่อม"
"th_TH","Plai Phraya","ปลายพระยา"
"th_TH","Lam Thap","ลำทับ"
"th_TH","Ao Luek","อ่าวลึก"
"th_TH","Ko Yao","เกาะยาว"
"th_TH","Mueang Phang Nga","เมืองพังงา"
"th_TH","Kapong","กะปง"
"th_TH","Khura Buri","คุระบุรี"
"th_TH","Takua Thung","ตะกั่วทุ่ง"
"th_TH","Takua Pa","ตะกั่วป่า"
"th_TH","Thap Put","ทับปุด"
"th_TH","Thai Mueang","ท้ายเหมือง"
"th_TH","Mueang Phuket","เมืองภูเก็ต"
"th_TH","Kathu","กะทู้"
"th_TH","Thalang","ถลาง"
"th_TH","Ko Pha-ngan","เกาะพะงัน"
"th_TH","Ko Samui","เกาะสมุย"
"th_TH","Khian Sa","เคียนซา"
"th_TH","Mueang Surat Thani","เมืองสุราษฎร์ธานี"
"th_TH","Wiang Sa","เวียงสระ"
"th_TH","Chaiya","ไชยา"
"th_TH","Kanchanadit","กาญจนดิษฐ์"
"th_TH","Khiri Rat Nikhom","คีรีรัฐนิคม"
"th_TH","Chai Buri","ชัยบุรี"
"th_TH","Don Sak","ดอนสัก"
"th_TH","Tha Chang","ท่าฉาง"
"th_TH","Tha Chana","ท่าชนะ"
"th_TH","Ban Ta Khun","บ้านตาขุน"
"th_TH","Ban Na Doem","บ้านนาเดิม"
"th_TH","Ban Na San","บ้านนาสาร"
"th_TH","Phanom","พนม"
"th_TH","Phrasaeng","พระแสง"
"th_TH","Phunphin","พุนพิน"
"th_TH","Vibhavadi","วิภาวดี"
"th_TH","Mueang Ranong","เมืองระนอง"
"th_TH","Kra Buri","กระบุรี"
"th_TH","Kapoe","กะเปอร์"
"th_TH","La-un","ละอุ่น"
"th_TH","Suk Samran","สุขสำราญ"
"th_TH","Mueang Chumphon","เมืองชุมพร"
"th_TH","Tha Sae","ท่าแซะ"
"th_TH","Thung Tako","ทุ่งตะโก"
"th_TH","Pathio","ปะทิว"
"th_TH","Patho","พะโต๊ะ"
"th_TH","Lamae","ละแม"
"th_TH","Sawi","สวี"
"th_TH","Lang Suan","หลังสวน"
"th_TH","Thepha","เทพา"
"th_TH","Mueang Songkhla","เมืองสงขลา"
"th_TH","Krasae Sin","กระแสสินธุ์"
"th_TH","Khlong Hoi Khong","คลองหอยโข่ง"
"th_TH","Khuan Niang","ควนเนียง"
"th_TH","Chana","จะนะ"
"th_TH","Na Thawi","นาทวี"
"th_TH","Na Mom","นาหม่อม"
"th_TH","Bang Klam","บางกล่ำ"
"th_TH","Ranot","ระโนด"
"th_TH","Rattaphum","รัตภูมิ"
"th_TH","Sathing Phra","สทิงพระ"
"th_TH","Sadao","สะเดา"
"th_TH","Saba Yoi","สะบ้าย้อย"
"th_TH","Singhanakhon","สิงหนคร"
"th_TH","Hat Yai","หาดใหญ่"
"th_TH","Mueang Satun","เมืองสตูล"
"th_TH","Khuan Don","ควนโดน"
"th_TH","Khuan Kalong","ควนกาหลง"
"th_TH","Tha Phae","ท่าแพ"
"th_TH","Thung Wa","ทุ่งหว้า"
"th_TH","Manang","มะนัง"
"th_TH","La-ngu","ละงู"
"th_TH","Wang Wiset","เขาวิเศษ"
"th_TH","Mueang Trang","เมืองตรัง"
"th_TH","Kantang","กันตัง"
"th_TH","Na Yong","นาโยง"
"th_TH","Palian","ปะเหลียน"
"th_TH","Yan Ta Khao","ย่านตาขาว"
"th_TH","Ratsada","รัษฎา"
"th_TH","Wang Wiset ","วังวิเศษ"
"th_TH","Sikao","สิเกา"
"th_TH","Huai Yot","ห้วยยอด"
"th_TH","Hat Samran","หาดสำราญ"
"th_TH","Khao Chaison","เขาชัยสน"
"th_TH","Mueang Phatthalung","เมืองพัทลุง"
"th_TH","Kong Ra","กงหรา"
"th_TH","Khuan Khanun","ควนขนุน"
"th_TH","Tamot","ตะโหมด"
"th_TH","Bang Kaeo","บางแก้ว"
"th_TH","Pak Phayun","ปากพะยูน"
"th_TH","Pa Bon","ป่าบอน"
"th_TH","Pa Phayom","ป่าพะยอม"
"th_TH","Srinagarindra","ศรีนครินทร์"
"th_TH","Si Banphot","ศรีบรรพต"
"th_TH","Mueang Pattani","เมืองปัตตานี"
"th_TH","Mae Lan","แม่ลาน"
"th_TH","Khok Pho","โคกโพธิ์"
"th_TH","Mai Kaen","ไม้แก่น"
"th_TH","Kapho","กะพ้อ"
"th_TH","Thung Yang Daeng","ทุ่งยางแดง"
"th_TH","Panare","ปะนาเระ"
"th_TH","Mayo","มายอ"
"th_TH","Yarang","ยะรัง"
"th_TH","Yaring","ยะหริ่ง"
"th_TH","Sai Buri","สายบุรี"
"th_TH","Nong Chik","หนองจิก"
"th_TH","Betong","เบตง"
"th_TH","Mueang Yala","เมืองยะลา"
"th_TH","Krong Pinang","กรงปินัง"
"th_TH","Kabang","กาบัง"
"th_TH","Than To","ธารโต"
"th_TH","Bannang Sata","บันนังสตา"
"th_TH","Yaha","ยะหา"
"th_TH","Raman","รามัน"
"th_TH","Cho-airong","เจาะไอร้อง"
"th_TH","Mueang Narathiwat","เมืองนราธิวาส"
"th_TH","Waeng","แว้ง"
"th_TH","Chanae","จะแนะ"
"th_TH","Tak Bai","ตากใบ"
"th_TH","Bacho","บาเจาะ"
"th_TH","Yi-ngo","ยี่งอ"
"th_TH","Ra-ngae","ระแงะ"
"th_TH","Rueso","รือเสาะ"
"th_TH","Si Sakhon","ศรีสาคร"
"th_TH","Su-ngai Kolok","สุไหงโก-ลก"
"th_TH","Su-ngai Padi","สุไหงปาดี"
"th_TH","Sukhirin","สุคิริน"
